,기준_년_코드,기준_분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,서비스_업종_코드,서비스_업종_코드_명,분기당_매출_금액,분기당_매출_건수,주중_매출_비율,주말_매출_비율,월요일_매출_비율,화요일_매출_비율,수요일_매출_비율,목요일_매출_비율,금요일_매출_비율,토요일_매출_비율,일요일_매출_비율,시간대_00~06_매출_비율,시간대_06~11_매출_비율,시간대_11~14_매출_비율,시간대_14~17_매출_비율,시간대_17~21_매출_비율,시간대_21~24_매출_비율,남성_매출_비율,여성_매출_비율,연령대_10_매출_비율,연령대_20_매출_비율,연령대_30_매출_비율,연령대_40_매출_비율,연령대_50_매출_비율,연령대_60_이상_매출_비율,주중_매출_금액,주말_매출_금액,월요일_매출_금액,화요일_매출_금액,수요일_매출_금액,목요일_매출_금액,금요일_매출_금액,토요일_매출_금액,일요일_매출_금액,시간대_00~06_매출_금액,시간대_06~11_매출_금액,시간대_11~14_매출_금액,시간대_14~17_매출_금액,시간대_17~21_매출_금액,시간대_21~24_매출_금액,남성_매출_금액,여성_매출_금액,연령대_10_매출_금액,연령대_20_매출_금액,연령대_30_매출_금액,연령대_40_매출_금액,연령대_50_매출_금액,연령대_60_이상_매출_금액,주중_매출_건수,주말_매출_건수,월요일_매출_건수,화요일_매출_건수,수요일_매출_건수,목요일_매출_건수,금요일_매출_건수,토요일_매출_건수,일요일_매출_건수,시간대_건수~06_매출_건수,시간대_건수~11_매출_건수,시간대_건수~14_매출_건수,시간대_건수~17_매출_건수,시간대_건수~21_매출_건수,시간대_건수~24_매출_건수,남성_매출_건수,여성_매출_건수,연령대_10_매출_건수,연령대_20_매출_건수,연령대_30_매출_건수,연령대_40_매출_건수,연령대_50_매출_건수,연령대_60_이상_매출_건수,점포수
136,2021,4,A,골목상권,2111089,상일여고(상일초등학교),CS200002,외국어학원,49319340,98,100,0,11,46,10,29,4,0,0,0,0,0,51,50,0,7,93,0,0,4,85,11,0,49319340,0,5419708,22762772,4877737,14091240,2167883,0,0,0,0,0,24930655,24388685,0,3251825,46067515,0,0,2167883,41731749,5419708,0,98,0,43,11,11,22,11,0,0,0,0,0,22,76,0,22,76,0,0,11,44,43,0,3
137,2021,4,A,골목상권,2111089,상일여고(상일초등학교),CS200003,예술학원,59398522,448,100,0,23,1,22,34,21,0,0,0,0,12,23,66,0,61,39,0,0,10,67,20,3,59398522,0,13793808,603774,12750281,20026593,12224066,0,0,0,0,6832318,13349602,39216602,0,36232445,23166077,0,0,6159473,39488159,11905068,1845822,448,0,104,4,97,154,89,0,0,0,0,52,102,294,0,267,181,0,0,49,292,80,27,6
138,2021,4,A,골목상권,2111089,상일여고(상일초등학교),CS200005,스포츠 강습,126064151,410,95,5,15,13,30,23,14,4,1,0,0,17,27,49,7,62,38,0,2,5,71,19,3,120109158,5954993,19420446,16120391,37774406,29412411,17381504,5220816,734177,0,0,21522279,33774695,62261702,8505475,76017597,46375668,0,2446174,6067138,86466784,23557288,3855881,385,25,54,53,117,65,96,17,8,0,0,75,112,194,29,199,204,0,5,28,281,65,23,13
139,2021,4,A,골목상권,2111089,상일여고(상일초등학교),CS200006,일반의원,562912653,47944,85,15,17,15,19,15,19,15,0,0,19,35,33,13,0,59,42,0,7,12,23,27,31,477347409,85565244,95593799,86734796,104465691,81604242,108948881,85565244,0,0,109176996,197578267,184368062,71789328,0,324423000,230163981,2249020,41284219,63690638,127041478,150619790,169701836,41481,6463,9290,7945,8126,7149,8971,6463,0,0,11630,14084,15443,6787,0,28891,18889,321,4464,5377,11795,10377,15445,9
140,2021,4,A,골목상권,2111089,상일여고(상일초등학교),CS200007,치과의원,1071802166,9145,94,6,13,24,11,27,18,6,0,0,21,38,21,20,0,57,43,0,2,8,36,35,20,1005325540,66476626,142270331,260292356,113236259,292176917,197349677,66476626,0,0,222050068,407519815,223731979,218500304,0,612122622,455124084,388852,17399012,81230671,380542854,376831275,210854042,8338,807,1809,2089,1038,1611,1791,807,0,0,1929,2552,2971,1693,0,4477,4610,40,577,1253,2939,2371,1907,15
141,2021,4,A,골목상권,2111089,상일여고(상일초등학교),CS200008,한의원,186192514,8253,86,14,19,13,28,5,20,14,0,0,14,29,46,11,0,52,48,0,2,11,19,44,25,160057333,26135181,35912735,24777135,52683226,9354928,37329309,26135181,0,0,26635707,53840441,85193146,20523220,0,96057888,89581644,0,2990192,19819160,35625208,80661404,46543568,7592,661,1870,1407,1452,1234,1629,661,0,0,1987,2896,2336,1034,0,4007,4174,0,232,798,1583,2956,2612,12
142,2021,4,A,골목상권,2111089,상일여고(상일초등학교),CS200016,당구장,13058411,952,59,41,15,13,9,14,9,15,27,5,0,1,6,59,29,98,2,0,5,5,25,42,23,7665324,5393087,1907999,1630060,1196636,1821970,1108659,1909882,3483205,631918,0,161983,823894,7656805,3783811,12761985,296426,52469,701868,583456,3229150,5467619,3023849,583,369,161,145,78,125,74,146,223,15,0,26,65,591,255,933,19,12,60,41,266,317,256,9
143,2021,4,A,골목상권,2111089,상일여고(상일초등학교),CS200017,골프연습장,7025957,234,74,27,29,6,11,14,14,19,7,7,0,11,21,35,25,84,16,0,0,12,41,46,2,5161042,1864915,2038395,433701,737291,954143,997512,1344474,520441,520441,0,780662,1474583,2472097,1778174,5898334,1127623,0,0,824031,2862427,3209389,130110,182,52,51,26,35,35,35,43,9,17,0,35,44,77,61,208,26,0,0,27,111,87,9,3
144,2021,4,A,골목상권,2111089,상일여고(상일초등학교),CS200019,PC방,215658500,50283,62,38,14,9,14,12,14,20,18,8,10,16,22,32,12,88,12,16,52,22,4,5,0,134483051,81175449,29828058,20341590,29413966,25262292,29637145,42463238,38712211,16114626,21419842,34719182,48333124,69424921,25646805,189425513,26232987,34641204,112840029,47857187,8682485,11449371,188224,31755,18528,6911,4812,6803,5807,7422,9896,8632,3093,3334,7394,12800,17826,5836,44045,6238,14091,22343,9572,2206,2017,54,9
145,2021,4,A,골목상권,2111089,상일여고(상일초등학교),CS200024,스포츠클럽,65388374,235,100,0,8,43,8,8,33,0,0,0,33,7,13,47,0,85,16,0,10,14,65,12,0,65388374,0,5118464,28322166,5118464,5331733,21497547,0,0,0,21497548,4691925,8317504,30881397,0,37066207,6824619,0,4265387,6184811,28322165,5118464,0,235,0,21,108,21,64,21,0,0,0,21,63,43,108,0,106,108,0,64,42,86,21,0,3
146,2021,4,A,골목상권,2111089,상일여고(상일초등학교),CS200025,자동차수리,323131905,2513,83,17,17,17,22,18,10,11,6,0,11,24,46,17,2,80,20,0,5,7,25,47,17,268793024,54338881,53293501,54798747,69734013,59116492,31850271,34789809,19549072,0,35070989,76831568,149278910,55881990,6068448,214731097,54954359,0,13060231,17584585,66433072,126373611,46233961,1951,562,491,364,352,338,406,398,164,0,393,676,950,465,29,1561,588,0,120,274,463,722,571,18
147,2021,4,A,골목상권,2111089,상일여고(상일초등학교),CS200028,미용실,158595158,5933,69,31,10,12,15,15,17,22,8,0,3,22,39,36,0,36,64,0,5,6,19,39,31,109863351,48731807,15435781,19458940,23619592,23928571,27420467,35524371,13207436,0,4533589,34527203,62533176,56603839,397351,57782525,100812633,338363,7753387,9322410,29820348,61586204,49774446,3926,2007,575,823,787,863,878,1337,670,0,258,1462,2176,2024,13,3208,2725,29,368,584,1335,2159,1458,33
148,2021,4,A,골목상권,2111089,상일여고(상일초등학교),CS200029,네일숍,447488,19,29,71,0,0,18,10,0,71,0,0,0,10,80,10,0,18,82,0,0,61,18,0,20,127854,319634,0,0,82192,45662,0,319634,0,0,0,45662,356164,45662,0,82192,365296,0,0,273972,82192,0,91324,9,10,0,0,4,5,0,10,0,0,0,5,9,5,0,5,14,0,0,4,5,0,10,2
149,2021,4,A,골목상권,2111089,상일여고(상일초등학교),CS200030,피부관리실,28009288,154,56,44,0,0,18,0,38,44,0,0,27,28,8,28,10,27,73,0,10,18,28,44,0,15674923,12334365,0,0,5139319,0,10535604,12334365,0,0,7452012,7708978,2312693,7708979,2826626,7452012,20557276,0,2826626,5139319,7708978,12334365,0,77,77,0,0,26,0,51,77,0,0,51,26,25,26,26,77,77,0,25,26,26,77,0,4
150,2021,4,A,골목상권,2111089,상일여고(상일초등학교),CS200031,세탁소,73502876,4623,76,25,12,11,17,16,20,25,0,0,18,28,34,21,0,42,58,0,7,14,43,26,10,55498195,18004681,8782235,8172227,12285068,11819701,14438964,18004681,0,0,13338432,20347242,24614156,15203046,0,30010140,41253943,299870,5235249,9996219,30343150,18150681,7238914,3713,910,661,755,660,755,882,910,0,0,661,1320,1668,974,0,2245,2252,32,221,857,1837,886,664,3
151,2021,4,A,골목상권,2111089,상일여고(상일초등학교),CS200037,노래방,63357834,1197,74,26,18,8,27,13,8,16,10,11,0,0,3,31,55,86,14,0,9,16,25,44,7,46942288,16415546,11066246,5124509,17133108,8489293,5129132,10384358,6031188,7252340,0,0,1564656,19591319,34949519,52357189,8414352,56439,5618203,9401158,14911318,26819198,3965223,747,450,131,124,202,153,137,270,180,175,0,0,30,316,676,897,269,6,225,290,214,364,67,21
152,2021,4,A,골목상권,2111089,상일여고(상일초등학교),CS300001,슈퍼마켓,558777485,51884,72,28,11,11,12,17,22,17,10,0,8,16,23,44,10,63,38,1,10,14,33,26,17,404535594,154241891,62869456,61401689,64431459,95400005,120432985,96868279,57373612,141275,43079046,87723782,126384193,245341555,56107634,345963836,207478926,3245502,52359265,79920878,181239283,142860020,93817814,37947,13937,7065,6964,7319,7637,8962,7712,6225,23,5233,8851,10034,21768,5975,34659,17107,808,6320,7565,12923,15265,8886,22
153,2021,4,A,골목상권,2111089,상일여고(상일초등학교),CS300002,편의점,1359119836,217496,78,22,14,16,16,16,17,12,10,8,21,14,16,25,16,75,25,2,21,27,25,18,7,1065789212,293330624,196185543,221581627,211788978,210415767,225817297,156771447,136559177,104624060,287234867,194906521,210208002,345850560,216295826,1019776503,339343333,27859874,286892385,365863138,335275694,248170810,95057935,176453,41043,31628,36295,35616,35790,37124,21992,19051,13778,56565,34911,34625,49796,27821,162086,55410,8269,52369,65635,48009,31586,11628,24
154,2021,4,A,골목상권,2111089,상일여고(상일초등학교),CS300007,육류판매,219803082,6236,64,36,9,16,14,9,16,26,11,0,12,18,27,42,1,56,44,0,6,7,24,35,28,139956497,79846585,19628957,35097020,30633437,20478092,34118991,56156937,23689648,0,25930681,39981852,59172432,92895514,1822603,120519653,94911021,150474,11810853,15591285,52534696,76109600,59233767,4276,1960,772,749,873,782,1100,1133,827,0,709,1086,1685,2720,36,2961,3220,9,396,508,1210,2241,1816,9
155,2021,4,A,골목상권,2111089,상일여고(상일초등학교),CS300009,청과상,30000000,2297,80,20,11,14,8,19,28,17,3,0,21,20,37,22,0,30,70,0,1,8,8,25,58,24064988,5935012,3264744,4234079,2467137,5828675,8270353,5001949,933063,0,6359177,6056434,11145728,6438661,0,8894637,21105363,0,324544,2415094,2377061,7583646,17299655,1636,661,294,279,318,447,298,539,122,0,527,505,618,647,0,844,1453,0,81,193,287,870,866,3
156,2021,4,A,골목상권,2111089,상일여고(상일초등학교),CS300010,반찬가게,132129278,456,100,0,7,36,2,0,55,0,0,0,0,28,72,0,0,100,0,0,0,3,0,83,14,132129278,0,9112364,47839911,2278091,0,72898912,0,0,0,0,36449456,95679822,0,0,132129278,0,0,0,4556182,0,109348368,18224728,456,0,76,228,76,0,76,0,0,0,0,76,380,0,0,456,0,0,0,152,0,152,152,3
157,2021,4,A,골목상권,2111089,상일여고(상일초등학교),CS300011,일반의류,33453427,631,84,16,6,63,8,3,4,3,13,0,1,8,14,78,0,16,84,0,0,2,8,77,12,27971926,5481501,2018495,21218102,2573341,956631,1205357,985331,4496170,0,267857,2496810,4725762,25962998,0,5357141,28096286,0,0,813138,2640304,25905599,4094386,478,153,77,153,134,57,57,58,95,0,19,95,172,345,0,267,364,0,0,38,76,248,269,7
158,2021,4,A,골목상권,2111089,상일여고(상일초등학교),CS300016,안경,161445284,1385,71,29,9,19,12,12,21,18,11,0,2,36,32,29,1,68,32,0,14,14,28,25,20,115328653,46116631,14624889,30013180,18955317,18521393,33213874,29179656,16936975,0,3261316,58793119,50776643,47020446,1593760,109298823,50694914,0,22541005,21789566,44570296,39668790,31424080,1041,344,119,218,199,210,295,237,107,0,54,370,495,454,12,749,624,0,205,260,340,361,207,9
159,2021,4,A,골목상권,2111089,상일여고(상일초등학교),CS300018,의약품,5990778274,61251,98,2,47,11,17,7,16,2,0,0,3,64,18,15,0,64,36,0,1,10,82,3,4,5872680459,118097815,2810126047,662387666,1035960441,426185899,938020406,93776730,24321085,1367,146992844,3833325231,1077619028,913415518,19424286,3840343750,2126613542,2684420,45572172,603454936,4878628925,193078516,243538323,51303,9948,10961,10394,9985,9476,10487,7803,2145,137,11620,14053,16117,17417,1907,36245,24646,323,6188,12007,14207,15056,13111,13
160,2021,4,A,골목상권,2111089,상일여고(상일초등학교),CS300020,서적,45796494,6961,97,3,22,19,19,18,20,3,0,0,24,31,29,16,0,36,64,15,6,7,45,21,6,44535622,1260872,10084504,8546795,8704558,8191693,9008072,1260872,0,0,10826681,14332991,13449127,7187695,0,15545301,27677155,6253944,2781071,2951955,19316786,9254654,2664046,6925,36,1343,1414,1519,1272,1377,36,0,0,2650,1448,1909,954,0,2415,4405,1985,711,517,2097,1118,392,3
161,2021,4,A,골목상권,2111089,상일여고(상일초등학교),CS300021,문구,71216679,6701,88,12,22,16,16,17,17,7,5,0,16,34,36,14,0,62,38,2,21,26,28,13,11,62817575,8399104,15886169,11530451,11248121,11872780,12280054,5065052,3334052,0,11052431,24295081,25875655,9993512,0,32605010,19660797,830750,11192505,13515367,14655663,6517683,5553838,5652,1049,1032,998,1271,1167,1184,730,319,0,1089,1777,2505,1330,0,3265,2960,213,1027,1655,1731,873,726,6
162,2021,4,A,골목상권,2111089,상일여고(상일초등학교),CS300025,자전거 및 기타운송장비,1450415888,1588,98,2,2,2,0,28,66,2,0,0,0,83,5,12,0,29,71,0,0,89,7,0,4,1421022839,29393049,28757524,30584659,0,412126294,949554362,29393049,0,0,4687000,1196376531,69180910,180171447,0,67274334,165157159,0,0,207010478,15093728,0,10327287,1270,318,318,238,0,318,396,318,0,0,79,317,795,397,0,953,158,0,0,794,238,0,79,3
163,2021,4,A,골목상권,2111089,상일여고(상일초등학교),CS300028,화초,535112637,14116,60,40,15,15,10,7,14,18,22,0,7,32,43,18,0,34,67,0,3,15,7,38,37,321886902,213225735,80066121,79092674,54594225,35936467,72197415,96290260,116935475,0,37396639,169420563,231193968,97101467,0,161486932,320653894,0,14033879,73174364,32943580,185045698,176943305,8844,5272,2190,1866,1217,1542,2029,2434,2838,0,1378,3488,7060,2190,0,5297,8007,0,405,1242,1169,4864,5623,17
164,2021,4,A,골목상권,2111089,상일여고(상일초등학교),CS300033,철물점,57670760,1805,43,57,9,11,8,7,8,57,0,0,8,18,15,59,0,32,68,0,1,6,11,68,14,24787986,32882774,5030858,6423151,4746291,4181767,4405919,32798398,84376,0,4639229,10228738,8792624,34010169,0,16699068,34850509,74047,382823,3222119,5637839,34990806,7241942,1528,277,392,349,307,219,261,263,14,0,306,511,567,421,0,1169,432,15,62,250,422,373,478,6
165,2021,4,A,골목상권,2111089,상일여고(상일초등학교),CS300043,전자상거래업,1310965,201,73,27,5,40,16,7,6,20,7,0,0,20,47,33,0,56,44,0,12,49,19,16,5,959338,351627,63532,520965,212834,88457,73550,261948,89679,0,0,258772,617974,434219,0,570569,449614,2444,117535,497751,188642,163473,50338,127,74,15,44,24,15,29,39,35,0,0,69,78,54,0,113,73,5,30,74,35,25,20,3
0,2022,4,A,골목상권,2111089,상일여고(상일초등학교),CS300010,반찬가게,232365282,304,100,0,92,8,0,0,0,0,0,0,22,55,0,24,0,69,31,0,0,0,0,0,100,232365282,0,214140554,18224728,0,0,0,0,0,0,50118002,127573096,0,54674184,0,159466370,72898912,0,0,0,0,0,232365282,304,0,228,76,0,0,0,0,0,0,76,152,0,76,0,152,152,0,0,0,0,0,304,15
1,2022,4,A,골목상권,2111089,상일여고(상일초등학교),CS200005,스포츠 강습,96819777,243,100,0,42,30,15,8,6,0,0,0,0,5,41,43,11,63,37,0,11,2,57,26,3,96819777,0,40211365,28712966,14953239,7573976,5368231,0,0,0,0,5010076,39343871,41599229,10866601,61375706,35444071,0,10872994,1797189,55610577,25525818,3013199,243,0,53,60,53,44,33,0,0,0,0,29,74,114,26,148,95,0,10,15,173,26,19,8
2,2022,4,A,골목상권,2111089,상일여고(상일초등학교),CS200028,미용실,162220321,5893,69,31,14,13,15,10,18,22,9,0,4,27,38,31,0,38,62,0,2,6,25,36,30,111407339,50812982,21851276,20496361,23743529,16284451,29031722,36095591,14717391,0,6716284,43886640,62204259,49413138,0,61918859,99673966,237295,3651915,10084549,40317140,58652341,48649587,3999,1894,764,821,692,716,1006,1213,681,0,343,1548,1886,2116,0,2978,2898,26,155,476,1648,2143,1428,16
3,2022,4,A,골목상권,2111089,상일여고(상일초등학교),CS200031,세탁소,96431648,4842,87,13,19,28,13,11,17,13,0,0,18,28,29,25,0,38,62,0,5,11,41,22,22,83961062,12470586,18617837,26513357,12159293,10385866,16284709,12470586,0,0,17567615,27223986,27912604,23727443,0,36938051,59493597,0,4696388,10729801,39032656,21226606,20746197,3992,850,724,1287,598,598,785,850,0,0,912,1226,1604,1100,0,2258,2584,0,224,613,1937,1325,743,3
4,2022,4,A,골목상권,2111089,상일여고(상일초등학교),CS100004,양식음식점,132509607,4761,92,8,11,13,24,19,26,0,8,0,0,71,7,22,0,43,57,0,16,30,42,8,4,121768815,10740792,14388902,17493028,31131736,25025038,33730111,591822,10148970,0,0,93703343,9236806,29569458,0,48959817,64645397,323955,17920990,34519199,47564535,8896245,4380293,4331,430,631,621,1207,1029,843,36,394,0,0,3259,356,1146,0,1772,2821,34,850,1481,1694,358,175,5
5,2022,4,A,골목상권,2111089,상일여고(상일초등학교),CS300020,서적,45267199,5194,100,0,12,23,21,17,28,0,0,0,31,33,34,1,0,31,69,19,6,23,36,11,4,45267199,0,5366612,10228311,9269186,7780942,12622148,0,0,0,14230525,15087888,15521959,426827,0,12816835,28663685,8002660,2470687,9518816,15056796,4616131,1815429,5194,0,954,1219,1148,990,883,0,0,0,2350,1130,1678,36,0,1873,3180,1679,229,460,1767,742,177,4
6,2022,4,A,골목상권,2111089,상일여고(상일초등학교),CS100008,분식전문점,746103912,38532,78,23,14,15,16,16,17,17,6,0,9,30,11,39,11,60,40,1,11,27,33,20,8,578267270,167836642,103021022,110524258,118414400,119904661,126402929,123588639,44248003,528667,64761510,225857234,78017609,293466692,83472200,411551576,271112507,8466054,75597722,182916530,223762604,137447545,54473630,30053,8479,5558,5997,6039,6337,6122,5520,2959,61,5221,14905,5590,11169,1586,21352,15720,792,5180,10700,10900,7190,2313,34
7,2022,4,A,골목상권,2111089,상일여고(상일초등학교),CS100007,치킨전문점,139944717,4874,70,30,12,13,11,15,19,16,14,7,0,2,5,50,36,70,30,2,12,21,26,29,11,97866847,42077870,16110459,18366817,15789556,21465693,26134322,22908016,19169854,9694303,175525,3128696,7404131,69872924,49669138,90956065,38336080,2302303,14856330,26654931,34080792,37502495,13895295,3361,1513,600,653,567,635,906,905,608,196,8,128,303,2830,1409,2973,1613,121,487,914,1310,1240,519,11
8,2022,4,A,골목상권,2111089,상일여고(상일초등학교),CS300001,슈퍼마켓,391816618,33320,74,26,12,11,11,17,23,13,13,0,8,21,22,34,15,54,46,1,6,13,33,28,20,289722363,102094255,46591295,41458168,43633640,67384246,90655014,49882821,52211434,1074546,30374674,80589516,87765512,134379242,57633128,206600007,176241827,2026836,23003255,49922377,125619880,106189578,76079909,24034,9286,4647,4367,4690,5042,5288,5129,4157,285,3822,5436,6283,12735,4759,20926,12236,963,3280,5568,7189,10487,5675,20
9,2022,4,A,골목상권,2111089,상일여고(상일초등학교),CS300018,의약품,2631352248,91603,92,8,30,22,7,9,24,5,3,0,6,10,30,52,1,25,75,0,3,61,12,10,14,2424405364,206946884,788801725,585777476,190415283,229141988,630268892,138798833,68148051,0,167635844,272957126,790326152,1375127471,25305655,602282846,1796948735,1816540,62322019,1463017459,292713749,249357215,330004597,75040,16563,15587,15522,15141,13900,14890,10637,5926,0,15806,21401,24428,27421,2547,48731,41305,331,8534,16872,24763,20223,19311,10
10,2022,4,A,골목상권,2111089,상일여고(상일초등학교),CS200002,외국어학원,179067142,531,97,3,25,23,4,24,21,3,0,0,9,11,29,45,7,29,71,0,0,5,78,18,0,174081011,4986131,45308756,40539414,7695985,42490508,38046348,4986131,0,0,16475912,19077371,51270435,80428462,11814962,52029193,127037949,0,0,8129561,138961306,31976275,0,520,11,141,108,33,130,108,11,0,0,76,55,141,215,44,140,391,0,0,55,399,77,0,13
11,2022,4,A,골목상권,2111089,상일여고(상일초등학교),CS200030,피부관리실,130615790,1079,58,42,7,0,15,26,9,27,15,26,3,14,0,32,26,70,31,0,0,28,28,26,18,75470898,55144892,9353560,0,19889164,33893809,12334365,34998762,20146130,33713933,3854489,17987616,0,41654180,33405572,90786068,39829722,0,0,36309288,36874613,34022291,23409598,539,540,103,0,153,180,103,307,233,386,26,51,0,307,309,925,154,0,0,308,335,308,128,8
12,2022,4,A,골목상권,2111089,상일여고(상일초등학교),CS100006,패스트푸드점,252179636,33790,66,34,13,13,13,15,14,17,17,0,28,29,15,25,3,65,35,1,19,36,29,11,4,167515392,84664244,32208708,31937127,31702560,36773529,34893468,42581568,42082676,0,71688852,73889114,37500409,62559006,6542255,164804254,87375382,3545615,48918434,90813147,73178944,26506562,9216934,25281,8509,4641,4998,5072,5590,4980,4409,4100,0,12474,8477,5224,6914,701,23033,10757,526,6943,12996,9160,3203,962,5
13,2022,4,A,골목상권,2111089,상일여고(상일초등학교),CS200001,일반교습학원,139924019,298,100,0,25,17,23,24,10,0,0,0,0,0,22,78,0,25,76,0,0,10,81,9,0,139924019,0,34972591,24120930,32301833,34030269,14498396,0,0,0,0,0,30268581,109655438,0,34338306,105585713,0,0,13987668,112881195,13055156,0,298,0,74,49,62,63,50,0,0,0,0,0,51,247,0,114,184,0,0,34,240,24,0,9
14,2022,4,A,골목상권,2111089,상일여고(상일초등학교),CS200006,일반의원,507103392,39239,82,18,14,15,18,20,16,18,0,0,28,33,29,11,0,54,46,1,6,6,13,37,36,415824018,91279374,71109738,74215041,89316823,101930814,79251602,91279374,0,0,140000713,165621538,145893479,55587662,0,273083219,234020173,2615810,32457797,32599771,67065361,188693144,183671509,34073,5166,7424,6868,7207,5901,6673,5166,0,0,11552,11089,11529,5069,0,24083,15156,336,2033,2627,5925,12961,15357,*
15,2022,4,A,골목상권,2111089,상일여고(상일초등학교),CS200008,한의원,215855913,10131,86,14,10,29,17,19,10,14,0,0,10,49,21,19,0,55,45,0,2,9,20,11,58,184748884,31107029,22430379,62397348,36508954,41171459,22240744,31107029,0,0,22387033,106601301,45597899,41269680,0,116488618,94007829,696486,4276151,18589108,41524014,22965496,122445192,9052,1079,1759,1985,1760,1560,1988,1079,0,0,1298,3769,2549,2515,0,6809,3265,40,535,1708,1210,1216,5365,3
16,2022,4,A,골목상권,2111089,상일여고(상일초등학교),CS200016,당구장,15062328,1040,68,32,20,11,15,8,15,14,18,10,0,6,6,40,39,98,2,1,6,8,16,62,8,10278413,4783915,2974514,1629478,2209430,1146070,2318921,2066725,2717190,1460053,0,909052,872119,5945076,5876028,14792281,270047,200859,836624,1130585,2388475,9328551,1177234,725,315,184,122,179,82,158,138,177,72,0,109,84,377,398,1020,20,32,60,52,204,619,73,4
17,2022,4,A,골목상권,2111089,상일여고(상일초등학교),CS300025,자전거 및 기타운송장비,1805519667,1510,99,1,4,2,3,28,63,1,0,0,38,5,53,5,0,98,2,0,0,80,16,4,0,1790751645,14768022,79440673,27327591,45201743,505560442,1133221196,14768022,0,0,677390617,88973553,953446955,85708542,0,1453367109,32801053,0,0,1186605329,233785956,65220792,556085,1192,318,79,79,158,317,559,318,0,0,158,318,557,477,0,1113,158,0,0,398,476,317,79,*
18,2022,4,A,골목상권,2111089,상일여고(상일초등학교),CS300009,청과상,30000000,2990,78,22,16,16,12,19,15,22,0,0,24,18,27,30,0,26,74,0,1,7,17,6,69,23324146,6675854,4718748,4916350,3584854,5671035,4433159,6675854,0,0,7294958,5527743,8209471,8967828,0,7828845,22171155,0,397614,2062263,5065155,1707995,20766973,2268,722,491,407,402,521,447,722,0,0,353,320,962,1355,0,1000,1990,0,40,171,756,240,1783,*
19,2022,4,A,골목상권,2111089,상일여고(상일초등학교),CS200037,노래방,77468522,1570,68,32,8,14,14,14,18,18,14,24,0,0,1,20,56,76,24,0,16,23,22,27,11,52699308,24769214,6169923,10872276,11139663,10690822,13826624,14228855,10540359,18418821,0,0,408588,15587521,43053592,56792451,17742762,169318,11896458,17253671,16706145,20314638,8194986,1012,558,116,213,177,210,296,362,196,305,0,0,16,361,888,1075,440,17,351,349,315,304,179,8
20,2022,4,A,골목상권,2111089,상일여고(상일초등학교),CS100001,한식음식점,4970308785,114405,71,29,11,13,15,15,17,19,10,1,0,28,9,49,14,68,32,0,7,21,29,26,17,3539086836,1431221949,544046086,656967589,767578877,740016450,830477834,922822298,508399651,27083985,21870673,1400608405,424679380,2420620032,675446310,2983877297,1385668618,5484643,301151967,925340267,1255199178,1151361958,731007893,90102,24303,14499,18289,18947,18546,19821,16533,7770,377,1040,56603,9854,38450,8081,69426,36559,314,9428,23734,28929,27553,16030,79
21,2022,4,A,골목상권,2111089,상일여고(상일초등학교),CS300028,화초,680534613,9939,64,36,6,4,43,2,10,21,15,0,11,19,63,7,0,69,31,0,2,5,8,17,69,437361760,243172853,37109952,23768362,293983704,15575173,66924569,139906215,103266638,0,73333105,129387502,428157326,49656680,0,386093484,177059490,0,9653362,28473363,42020517,92839865,390165866,5713,4226,1245,1216,1224,486,1542,2036,2190,0,1541,2920,4145,1333,0,3523,5117,0,162,730,1379,1732,4638,22
22,2022,4,A,골목상권,2111089,상일여고(상일초등학교),CS300002,편의점,1375498755,213986,78,22,15,15,16,15,17,13,9,7,22,15,15,25,16,76,24,2,17,29,28,17,8,1071162954,304335801,200453727,212157520,216462095,209824532,232265080,174637601,129698200,91808078,307082065,203963118,204260126,347918670,220466698,1043192106,327351965,23086348,229374073,392422856,381845223,229047546,114768024,173665,40321,32628,35235,35462,34972,35368,22775,17546,11347,56424,35869,33989,48990,27367,157678,56179,6752,42303,65906,54203,31387,13305,12
23,2022,4,A,골목상권,2111089,상일여고(상일초등학교),CS300043,전자상거래업,471604,54,25,75,0,3,20,1,0,27,49,0,0,6,79,15,0,89,12,0,7,17,61,9,6,116313,355291,0,15639,95787,4887,0,126087,229204,0,0,29323,371418,70863,0,417357,54247,0,32744,82103,288827,40562,27368,29,25,0,5,19,5,0,15,10,0,0,10,34,10,0,44,10,0,15,10,19,5,5,15
24,2022,4,A,골목상권,2111089,상일여고(상일초등학교),CS200029,네일숍,1461187,24,97,3,0,53,0,44,0,3,0,0,0,97,3,0,0,0,100,0,0,97,0,3,0,1415525,45662,0,776255,0,639270,0,45662,0,0,0,1415525,45662,0,0,0,1461187,0,0,1415525,0,45662,0,19,5,0,9,0,10,0,5,0,0,0,19,5,0,0,0,24,0,0,19,0,5,0,*
25,2022,4,A,골목상권,2111089,상일여고(상일초등학교),CS200003,예술학원,147876647,949,100,0,2,47,9,25,18,0,0,0,0,11,28,62,0,58,42,0,0,17,75,5,2,147876647,0,2742857,69846207,13128392,36201415,25957776,0,0,0,0,15476589,41317944,91082114,0,86229656,61646991,0,0,25472083,111073782,7936712,3394070,949,0,30,431,115,241,132,0,0,0,0,119,269,561,0,540,409,0,0,211,624,79,35,12
